,sample,prediction,WER,runtime
52,He received his Ph.,He received his Ph. Dot.,0.25,5.146639347076416
53,"Since their inception, Harris has been the band's principal composer and lyricist.",(speaking in foreign language),1.0,5.860828876495361
54,"After experiencing a mind-blowing sensual orgy, Mike was sure he had taken an overdose.","After experiencing a mind-blowing sensual orgy, Mike's was sure he had taken all of her dose.",0.35714285714285715,5.575387954711914
55,Religious festivals include the Muslim Eids and the Christian Christmas and Easter.,Religious festivals include the Muslim Eats and the Christian Christmas and Easter.,0.08333333333333333,5.358914613723755
56,"What do you advise, sir?","What are you advised, sir?",0.4,5.154250621795654
57,"Charles looked on, angry that there was nothing he could do.","Charles looked on, angry that there was nothing he could do.",0.0,5.288944721221924
58,Alexandria and Texas were shut down mid-season.,Alexandria and Texas were shut down mid-season.,0.0,5.221864700317383
59,"Karina Smirnoff of ""Dancing With The Stars"" hosted the following month.",Karina Smurunov of Dancing with the Stars hosted the following month.,0.45454545454545453,5.367565870285034
60,It is inhibited by the pneumotaxic centre.,It is inhibited by the pneumotoxic center.,0.2857142857142857,5.212936162948608
61,Her intro later appeared on the David Holmes Essential Collection.,Her intro later appeared on the David Holmes Essential Collection.,0.0,5.287487983703613
62,An important person in the life of Emile Claus was the painter Jenny Montigny.,An important person in the life of a male cause was the painter Jamie Montegni.,0.35714285714285715,5.436959981918335
63,"In the United States, Federal Vehicle fleets refers to the federal government's vehicles.","In the United States, federal vehicle fleets refer to the federal government's vehicles.",0.23076923076923078,5.39569354057312
64,There is also a garnet mine in West Redding.,There is also a garnet mine in West Reading.,0.1111111111111111,5.255302906036377
65,"They hastily drive to the plane, and flee from the dangers of the mob.",They hastily drive to the plane and flee from the dangers of the mob.,0.07142857142857142,5.356761693954468
66,"It was won by a woman from Vara, Sweden.","It was won by a woman from Bara, Sweden.",0.1111111111111111,5.385045528411865
67,The prints are then delivered to the customer.,The prints are then delivered to the customers.,0.125,5.201763153076172
68,There was a long silence.,There was a long silence.,0.0,5.101621150970459
69,Maybe he just put it there for safe keeping?,Maybe he just put it there for safekeeping.,0.2222222222222222,5.224089860916138
70,"In spite of this, I still believed that there were men in Mars.",In spite of this I still believe that there were men and Mars.,0.23076923076923078,5.326608419418335
71,"The land was ruined, and I had to find some other way to earn a living.",The land was ruined and I had to find some other way to earn money.,0.1875,5.418868064880371
72,"I pointed out Mars, a bright dot of light.","I pointed out Mars, a bright dot of light.",0.0,5.241648197174072
73,I wondered if those birds were redwings?,I wondered if those birds were red wings.,0.2857142857142857,5.321112632751465
74,The state plans to re-work those curves to improve safety.,The state plans to rework those curves to improve safety.,0.1,5.2847161293029785
75,He ended up running to the bars which fortified the windows of the first floor.,He ended up running to the bars which fortified the windows of the first floor.,0.0,5.39376974105835
76,"She takes him to the lift, sending him downwards.","She takes him to the leaf, sending him downwards.",0.1111111111111111,5.24560546875
77,"I know why I want to get back to my flock, he thought.","""I know why I want to get back to my block,"" he thought.",0.15384615384615385,5.3777687549591064
78,She is married to the rapper and playwright Baba Brinkman.,She is married to the rapper and playwright Baba Brinkman.,0.0,5.367280960083008
79,"Many notable problem and study composers are also International Judges, including Genrikh Kasparyan.",Many notable problem and steady composers are also international judges including Gendrik Kasparian.,0.38461538461538464,5.484919548034668
80,Do you have Hugo's phone number?,Do you have Hugo's phone number?,0.0,5.176267385482788
81,"You should see the other guy, specifically, how good at fighting he is.","You should see the other guy, specifically how good at fighting he is.",0.07692307692307693,5.36168098449707
82,He is of African-American and Italian descent.,He is of African American and Italian descent.,0.2857142857142857,5.211754083633423
83,Lord Kingsdown funded the Kingsdown Church.,Lord King's Down Funded The King's Down Church,1.1666666666666667,5.256608486175537
84,That's not Carson Sphinx.,That's not Carson Spinks.,0.25,5.153933763504028
85,Lorenz is listed as a Swiss heritage site of national significance.,Lorange is listed as a Swiss heritage site of national significance.,0.09090909090909091,5.3012566566467285
86,I have never in life hit a tennis ball.,I have never in life hit a tennis ball.,0.0,5.219407320022583
87,No runoff was necessary.,No run-off was necessary.,0.25,5.134578466415405
88,He is the first known and undisputed member of the Gediminids.,He is the first known and undisputed member of the Yemenids.,0.09090909090909091,5.333293437957764
89,"When it comes to the crunch, our company will become insolvent.","When it comes to the crunch, our company will become insolvent.",0.0,5.317703008651733
90,Lion Rock is located north west of Wong Tai Sin.,Lion Rock is located northwest of Wong Tai Sing.,0.3,5.232794523239136
91,He also established new schools throughout Spain.,He also established new schools for outspeak.,0.2857142857142857,5.204532861709595
92,Backface culling is a common trick to accelerate Three-D rendering.,Back face culling is a common trick to accelerate 3D rendering.,0.3,5.335198402404785
93,At dusk the Greek western flank was broken.,"At desktop, Greek Western Frank was broken through.",0.75,5.231985569000244
94,We should not take for granted how fortunate we have been.,We should not take for granted how fortunate we have been.,0.0,5.302710771560669
95,"Topical and up-to-the-minute, E!","Topical and up to the minute, E.",1.25,5.215891122817993
96,The farmer works the soil and produces grain.,The farmer works the soil and produces grain.,0.0,5.201205015182495
97,Don’t you understand me?,Don't you understand me?,0.25,5.134678363800049
98,They found one such edge in Fairbairn's system.,They found one such edge in Fairbanks system.,0.125,5.253391265869141
99,eight,Ate,1.0,5.105015754699707
100,"""The wind told me that you know about love"" the boy said to the sun.","Lewin told me that you know about love, the boy said to the son.",0.26666666666666666,5.433250188827515
101,Geils began playing jazz trumpet but eventually switched to blues guitar.,"JL's bigger playing gas trumpet but Evan Shawless should check to blues, guitar",0.8181818181818182,5.972919225692749
102,That man is your brother?,That man is your brother?,0.0,5.125123977661133
103,There is a small Vicinity Centres shopping complex in Albion Park.,There is a small vicinity center shopping complex in Albion Park.,0.18181818181818182,5.273486852645874
104,The students colored with their crayons.,The students colored with their crayons.,0.0,5.19490385055542
105,It seemed to him that it fell to earth about one hundred miles east of here.,It seemed to him that it fell to earth about 100 miles east here.,0.1875,5.396041631698608
106,As such it is face uniform but with irregular face polygons.,"As such it is, face uniform, but with irregular face polygons.",0.18181818181818182,5.342822074890137
107,A tame squirrel makes a nice pet.,A tame squirrel makes nice pets.,0.2857142857142857,5.147952318191528
108,He took the fourth part and handed it to the monk.,He took the first shot and handed it to the monk.,0.18181818181818182,5.272658348083496
109,He is a right-handed batsman and a left-arm slow bowler.,He is a right handed batsman and a left arm slow bowler.,0.4,5.368697643280029
110,Cador is also said to be of Roman stock.,Kador is also said to be of Roman stock.,0.1111111111111111,5.243626594543457
111,Where will you go?,Where will you go?,0.0,5.098057270050049
112,Get out of this!,cannot of this,0.75,5.056039094924927
113,Only John Wayne himself surpassed McGrath in scenes in this movie.,Only John went himself surpass Macbeth and sings in his name.,0.6363636363636364,5.3930463790893555
114,This will lead the world to more sound and fury.,This will lead the world to more sound than shooting.,0.2,5.239922761917114
115,Vera Schlink is a talented fund manager. She works in Vienna.,Mira Schling is a talented fan manager. She works in Vienna.,0.2727272727272727,5.361088991165161
116,"During the epoch, a majority of the city's buildings were erected.","During the epoch, a majority of the city's buildings were erected.",0.0,5.325121641159058
117,Parent's Day is celebrated by both the public and the government.,Parent's Day is celebrated by both the public and the government.,0.0,5.283824682235718
118,Why can't this researcher check your facts?,Why can't this researcher check your fats?,0.14285714285714285,5.190583229064941
119,'Munising' means near the island.,Municin means near the island.,0.2,5.164302587509155
120,The owner of the dwelling was not amused.,The owner of the dwelling was not amused.,0.0,5.1868977546691895
121,All of this activity in Milwaukee was in no way unique.,All of this activity in Milwaukee was in no way unique.,0.0,5.277295112609863
122,William Barnes the poet also lived in Sturminster Newton.,"William Barnes, the poet, also lived in Starminster, New Town.",0.5555555555555556,5.309800624847412
123,He was temporarily in charge of consular affairs as well.,He was temporarily in charge of Consular affairs as well.,0.1,5.266167640686035
124,Thai dancers happily going through their steps in unison.,"By one side, happy going through the research in unison.",0.6666666666666666,5.26965594291687
125,I'm so glad to see you.,So glad to see you,0.5,5.114169120788574
126,I will ask Liam if he can help me look.,I will ask Liam if he can help me look.,0.0,5.3905394077301025
127,This can be considerable even with identical samples.,This can be considerable even with identical samples.,0.0,5.193332672119141
128,What was he like?,What was he like?,0.0,5.159307479858398
129,In Italy she studied law school and she spoke several languages.,"In Italy, she studied law school and she spoke several languages.",0.09090909090909091,5.302770137786865
130,"Luckily, the dagger couldn't penetrate the bullet proof vest.","Luckily, the data couldn't penetrate the bulletproof vest.",0.3333333333333333,5.282100439071655
131,"""Like everybody learns,"" he said.","Like everybody learns, you said.",0.6,5.149267196655273
132,His other film roles include Who Done It?,These other film roles include whodunit.,0.5,5.185660123825073
133,How often has the train been late?,How often has the train been late?,0.0,5.173623561859131
134,He is currently a member of investment bank Jefferies' Global Senior Advisory Board.,"He is currently a member of investment bank, Efris Global Senior Accessory Board.",0.23076923076923078,5.394216060638428
135,Her father was an alderman in the city government.,Our father was an older man in the city government.,0.3333333333333333,5.376152038574219
136,"To increase his popularity in public-opinion polls, the politician started a campaign.","To increase popularity in public opinion polls, the politicians started by campaigning.",0.5,5.308896541595459
137,She was the first woman Senator to die in office.,She was the first woman senator to die in office,0.2,7.092862367630005
138,"Where is it, then?",Where is it then?,0.25,5.1083455085754395
139,Always ask an objective question.,Always ask an objective question.,0.0,5.122372627258301
140,rate the current book two stars,[MUSIC PLAYING],1.0,5.122280836105347
141,People from all over have come to taste its bear stew.,People from all over have come to test its BRS2.,0.2727272727272727,5.294525384902954
142,More discussion is needed on how it will be financed.,More discussion is needed on how it will be financed.,0.0,5.243873596191406
143,A soldier wearing a pink scarf peers out of the top of a vehicle.,"Also, drawing a pink scarf peers out of the top of a vehicle.",0.21428571428571427,5.363886833190918
144,This was your plan?,This was your plan.,0.25,5.0954272747039795
145,Princess Vilas herself also contributed personally to the construction of the temple.,Princess Phyllis herself also contributed personally to the construction of the temple.,0.08333333333333333,5.3559064865112305
146,"""Bambalio"" refers to a tendency to stammer.",and value refers to a convincing disjama,0.7142857142857143,5.684692621231079
147,"""I can work for the rest of today,"" the boy answered.","""I can't work for the restaurant today,"" the boy answered.",0.2727272727272727,5.332400321960449
148,"I'd like to order some cinnamon pretzels, please.",I'd like to order some cinnamon pretzels please.,0.125,5.281322956085205
149,The boy was also saddened; his friend was in pursuit of his destiny.,"The boy was also saddened, his friend was in pursuit of his destiny.",0.07692307692307693,5.3774237632751465
150,Will you do this?,Will you do this?,0.0,5.093625068664551
151,"For almost a month, she operated along the Atlantic coast.",For almost a month she operated along the Atlantic coast.,0.1,5.24571967124939
152,"I think it was last Thursday, but I am not sure.","I think it was last Thursday, but I'm not sure.",0.18181818181818182,5.281863212585449
153,Women form less than half of the group.,Women form less than half of the group.,0.0,5.1863932609558105
154,Men play football as a crowd watches.,Men play football as the crowd watches.,0.14285714285714285,5.168165683746338
155,How about once more around the park?,How about once more around the park?,0.0,5.1720709800720215
156,It is possible that there were other visits.,It is postponed that there were other visits.,0.125,5.189025402069092
157,Radio will go on and on forever.,Radio will go on and on.,0.2857142857142857,5.201960563659668
158,The genus name was given in honour of Queen Victoria of the United Kingdom.,But Gena's name was given in honor of Queen Victoria of the United Kingdom.,0.21428571428571427,5.402586221694946
159,"A song, a Girl, a maid.",song is called a mate,0.8333333333333334,5.288267374038696
160,Blue Pool Road has several steep slopes.,Blue Bull Road has several steep slopes.,0.14285714285714285,5.167381525039673
161,Local branches throughout Slovakia were primarily engaged in public education and cultural activities.,Local branches throughout Slovakia were primarily engaged in public education and cultural activities.,0.0,5.353578329086304
162,Its major industry has been slate mining.,The major industry has been slate mining.,0.14285714285714285,5.164517879486084
163,"Today, Signature Flight Support services private aircraft in this area.",Today's signature flight support service is private aircraft in this area.,0.6,5.281359434127808
164,Amsterdam: Mathematical Centre Tracts.,Amsterdam Mathematical Center Tracks,0.75,5.131680250167847
165,This process is intense and often lengthy.,This process is intense and often lengthy.,0.0,5.163467168807983
166,The line appears today on the Tube Map as an orange stripe.,"""Tedon appears to the iran, the tube, as an orange stone.""",0.6666666666666666,5.811908960342407
167,"Hey, looks like you made a new friend.","Hey, looks like you made a new friend.",0.0,5.225421190261841
168,What kind of a proof is that?,What Kandel approved is that,0.7142857142857143,5.139262437820435
169,That application was rejected.,The application was rejected.,0.25,5.298358678817749
170,They had a lot to divulge.,They had a lot to divulge,0.16666666666666666,5.157918214797974
171,This fireplace is Victorian.,This fireplace is Victorian.,0.0,5.09516978263855
172,"In surprise finish, the final score was seven to five.","In surprise finish, the final score was 7-5.",0.3,5.258563280105591
173,Every day was there to be lived or to mark one's departure from this world.,everyday was there to relive our two marks once departure from this world,0.6,5.349155902862549
174,He also spent time in Paris and London.,He also spent time in Paris and London.,0.0,5.199434995651245
175,Streetcars ran for many years without precise timetables.,Three cars ran for many years without precise time-takers.,0.375,5.278406143188477
176,Let's go to Orba.,Let's go to Arba,0.25,5.133676767349243
177,"Potato crisps are thinly sliced fried potatoes, eaten as a snack",Potato grips are thinly sliced fried potatoes eaten as a snack.,0.2727272727272727,5.31723165512085
178,"The movie ""White Christmas"" also starred Bing Crosby and Danny Kaye.",The movie White Christmas also starred Bing Crosby and Daniel K.,0.36363636363636365,5.269702672958374
179,The staircase survives in The Swan Hotel in Bedford.,The staircase survives in the Swan Hotel in Bedford.,0.1111111111111111,5.378022909164429
180,We are giving them no rest.,We are giving them no rest.,0.0,5.143559455871582
181,This argument is ancient and musty and in respects an economic fallacy.,This argument is ancient and mostly in respect to economic policy.,0.4166666666666667,5.2259368896484375
182,"Subsequently, an anterior approach was introduced.","Subsequently, an anterior approach was introduced.",0.0,5.180513381958008
183,The amenability property has a large number of equivalent formulations.,The eminal deletion property has a large number of correlation formulations.,0.3,5.309974908828735
184,"Double seaming uses rollers to shape the can, lid and the final double seam.","Double swimming uses rulers to shape a candle, lead and the final double seal.",0.42857142857142855,5.46424412727356
185,See sources below.,See sources below.,0.0,5.072115421295166
186,Throughout the entire day we will be on the lookout for our enemies.,Throughout the entire day we will be on the lookout for our enemies,0.07692307692307693,5.335946321487427
187,Since that time he has lived in London.,Since the time he has lived in London,0.25,5.1964030265808105
188,I am going to Germany tomorrow.,I am going to Germany tomorrow.,0.0,5.140992879867554
189,The village's topography is mostly flat.,The village's topography is mostly flat.,0.0,5.324464559555054
190,Plastic surgery has become more popular.,Plastic surgery has become more popular.,0.0,5.15500545501709
191,The district is represented by Republican Mike Johnson.,The district is represented by Republican Mike Johnson.,0.0,5.1935155391693115
192,These original parts of the hospital are now administrative and social accommodation.,These original parts of the hospital are now administrative and social accommodation.,0.0,5.303518056869507
193,She wanted to do penance.,She wanted to do penance.,0.0,5.14567494392395
194,"With no weapons, the only attack option open to him was aerial ramming.",With no weapons the only attack option open to him was Adil Raming.,0.23076923076923078,5.368409633636475
195,It was in Sixpenny Hundred and the lord and tenant-in-chief was Shaftesbury Abbey.,"It was in six penny hundred, and the Lord and tenant-in-chief was Shattesbury Abbey.",0.38461538461538464,5.5664262771606445
196,"Sooner or later Three brothers, three castles.","Sooner or later three brothers, three castles.",0.14285714285714285,5.22526741027832
197,"The sandwich comes with ham, cheese, tomatoes, mayonnaise, pickles.","The sandwich comes with ham, cheese, tomatoes, mayonnaise, pickles.",0.0,5.401682376861572
198,It is made by mounting a sidecar to a regular bicycle.,Is made by mounting a sidecar to a regular bicycle.,0.18181818181818182,5.269087314605713
199,Touchscreens do not provide haptic feedback.,Text screens do not provide haptic feedback.,0.3333333333333333,5.193889379501343
200,It was a tent like many at the oasis.,It was a tent like many at the Oasis.,0.1111111111111111,5.240781784057617
201,"The episode ""Father's Day"" depicts two younger versions of Jackie also played by Coduri.",[inaudible],1.0,5.157292127609253
202,"Within his genre, Di Giorgio is respected for his highly technical playing skills.","Within his genre, Di Giorgio is respected for his highly technical playing skills.",0.0,5.4076128005981445
203,"Fouls, on the other hand, can occur only while the ball is in play.",Balls on the other hand can occur only while the ball is in play.,0.14285714285714285,5.376660585403442
204,"In pure vacuum, some weak scattering of light by light exists as well.",In pure vacuum some weak scattering of light by light exists as well,0.15384615384615385,5.315648555755615
205,"""ReBoot"" has been the recipient of several awards.",Reboot has been the recipient of several awards.,0.125,5.194018840789795
206,"Since leaving office, he has also attended a number of other events of significance.",Since living of his years attended a number of other events of the unique kinds.,0.5714285714285714,5.413536071777344
207,"""Fatima,"" the girl said, averting her eyes.","Fatima the girl said, aborting her eyes",0.42857142857142855,5.250962257385254
208,"Hey Lucy, have you remembered the lyrics for the anthem yet?","Hey, Lucy, have you remembered the lyrics from the Anthem yet?",0.2727272727272727,5.342436790466309
209,"It was named for Judson LaMoure, a state legislator.","Who is named for Judson or Moore, a state legislator?",0.5555555555555556,5.332818984985352
210,Indeed the scene was very beautiful.,Thank you.,1.0,5.312962055206299
211,The ocean surrounding the islands is covered with ice most of the year.,The ocean surrounding the islands is covered with ice most of the year.,0.0,5.326474905014038
212,Are you sure that is exactly what happened?,Are you sure that it is exactly what happened?,0.125,5.209363698959351
213,A remixed and remastered edition of Sluggo!,A remixed and remastered edition of Slago.,0.14285714285714285,5.2618889808654785
214,She also taught journalism at the University of California at Berkeley.,She also taught journalism at the University of California at Berkeley.,0.0,5.38556170463562
215,"In the public imagination, however, Henson became synonymous with Uncle Tom.","In the public imagination, however, Henson became synonymous with Uncle Tom.",0.0,5.353193998336792
216,The University is a member of several organizations of colleges and universities.,The University is a member of several organizations of colleges and universities.,0.0,5.329329013824463
217,Henry Ford donated much of the necessary land as did many local farmers.,"Henry Ford donated much of the necessary land, as did many local farmers.",0.07692307692307693,5.340175151824951
218,"The current competition includes ""V Jump"" and ""Saikyo Jump"".",Decorate competition includes VJAP and Psycho JAMP.,0.6666666666666666,5.289406061172485
219,No one has ever done it before.,No one has ever done it before.,0.0,5.166678428649902
220,What game do you want to play?,What game do you want to play?,0.0,5.175584554672241
221,The completed chartering contract is known as a charter party.,The completed choddling conduct is known as choddle party.,0.4,5.348066806793213
222,Its shape and coloration is reminiscent of a brown trout.,Its shape and coloration is reminiscent of a brown trout.,0.0,5.271839141845703
223,"Maybe the church, with the sycamore growing from within, had been haunted.",Maybe the church with the sycamore growing from within had been haunted.,0.16666666666666666,5.365956544876099
224,It is important to note that not all postcards had images made by Haberkorn.,It is important to note that all postcards had images made by Havicombe.,0.14285714285714285,5.412668228149414
225,The album was well received by several critics.,The album was well received by several critics.,0.0,5.1895647048950195
226,She also is a faculty member at the Tanglewood Music Center.,She also is a faculty member at the Tanglewood Music Centre.,0.09090909090909091,5.326952695846558
227,There are three amino acid residues responsible for this G to M phase transition.,There are three amino acid residues responsible for this G to M phase transition.,0.0,5.408234596252441
228,Modern traditions focus on sharing and social bonds.,Modern traditions focus on sharing and social bonds.,0.0,5.200669527053833
229,I'll go right after it.,I will go right after it.,0.4,5.1393303871154785
230,You will need to know to build your own custom environment.,You need to know to build your own custom environment,0.18181818181818182,5.395756006240845
231,An awesome picture of a young woman jumping in the air,An awesome picture of a young woman jumping in the air.,0.09090909090909091,5.269331455230713
232,"Sure, see you there!","Sure, see you there.",0.25,5.122678995132446
233,The bridge remained closed for the next two years.,The bridge remained closed for the next two years.,0.0,5.236635684967041
234,Did you hear anything?,Did you hear anything?,0.0,5.096560478210449
235,Some concurrent programming models include coprocesses and deterministic concurrency.,Some concurrent programming models include code processes and deterministic concurrency.,0.2222222222222222,5.315918922424316
236,"Major bodies of water include Lake Shastina, Dwinnell Reservoir and Trout Lake.",Major bodies of water include Lake Shistina to Anel Reservoir and Trout Lake.,0.25,5.438119173049927
237,Some storms are worth the wreckage.,Some songs are worth the wreckage.,0.16666666666666666,5.2358057498931885
238,five,Bye!,1.0,5.024981737136841
239,Alcoholics may also require treatment for other psychotropic drug addictions and drug dependences.,alcohol leaks may also require treatment for other psychotropic drug addictions and drug dependence.,0.23076923076923078,5.354764223098755
240,The vamp of the shoe had a gold buckle.,The vamp of the shoe had a gold buckle.,0.0,5.248247861862183
241,Have you been to Japan?,Have you been to Japan?,0.0,5.222744703292847
242,This convention is a natural.,This convention is a natural.,0.0,5.125795125961304
243,"Unfortunately, there's not enough of that to be found in this game.","Unfortunately, there is not enough of that to be found in this game.",0.16666666666666666,5.3376219272613525
244,So he decided to choose the area for opening up for cultivation.,"So, he decided to chose the opening for cultivation.",0.4166666666666667,5.3055243492126465
245,three,three,0.0,5.01088809967041
246,"The final medal tally was led by host Vietnam, followed by Thailand and Indonesia.",The final medal tally was led by host Vietnam followed by Thailand and Indonesia. Full stop.,0.21428571428571427,5.41663670539856
247,The tea was a little bit too hot.,The tea was a little bit too hot.,0.0,5.334826946258545
248,"Sisters Kimberly and Tiffany, and brother Ryan.","Sisters, Kimberly and Tiffany, and brother, Ryan,",0.42857142857142855,5.236617565155029
249,It is the only Paxton Township statewide.,It is only Paxton Township statewide.,0.14285714285714285,5.208538055419922
250,"Followers of Glabados use the word ""Faram"" to affirm their prayers.",Follower supply impetus use the word 'firm' to affirm their prayers.,0.36363636363636365,5.3297295570373535
251,After having advertised wine he sells vinegar.,after having advertised wine he sells vinegar,0.2857142857142857,5.175210952758789
252,It continues as a tollway until its terminus in Hillside.,It continued as a toe light until its terminus end goes on.,0.6,5.353629112243652
253,Her mom took her to the judo class at four o'clock.,*mumbling*,1.0,5.437111139297485
254,Thailand turned out to be a very satisfying holiday.,Thailand turned out to be a very satisfying holiday.,0.0,5.215736627578735
255,"The series' writers included McGovern, Danny Brocklehurst, Alice Nutter and Shaun Duggan.","The series writers included McGovern, Danny Breakfast, Andy Snarter and Sean Duggan.",0.4166666666666667,5.434323310852051
256,"The towerblock pictured is the south face of Kestrel House on City Road, London.","The tower block picture is the south face of Kestrel House on City Road, London.",0.21428571428571427,5.438098430633545
257,It is next to Burnhamthorpe Collegiate Institute and the Burnhamthorpe Square office complex.,It is next to Burnhamter Collegiate Institute and the Burnhamter Square Office Complex.,0.3076923076923077,5.5201416015625
258,"However, he never fully recovered from his wounds and died relatively early.",And he never really followed from his large relatives entirely.,0.6666666666666666,5.277681350708008
259,His first trainers was Vitaliy Khmelnytskyi.,His first prayers were many a nenski.,0.8333333333333334,5.466112375259399
260,Talk is a crucial link between parents and children.,Talk is a crucial link between parents and children.,0.0,5.2204368114471436
261,Morse found fame relatively late in life.,Morse found fame relatively late in life.,0.0,5.165711164474487
262,Arizona Republican State Senator Karen Johnson joined the protest in support.,Arizona Republican State Senator Karen Johnson joined the protest in support.,0.0,5.270775318145752
263,Like an old fire horse.,Like and vote for a horse.,0.8,5.138267755508423
264,zero,Zero.,1.0,5.01933217048645
265,Following is a list of civil wars in ancient Rome.,Following is the last civil wars in ancient Rome.,0.3,5.220216512680054
266,"Originally, the finale for the sixth season was promoted as a cliff-hanger.","Originally, the finale for the sixth season was promoted as a clip changer.",0.16666666666666666,5.378822326660156
267,I notice you still remember it.,[ Inaudible ],1.0,5.123630046844482
268,The Atbara flows only while there is rain in Ethiopia and dries very rapidly.,The Adbara flows only while there is rain in Ethiopia and dries very rapidly.,0.07142857142857142,5.441549301147461
